a2c,Mean Var
1.0,0.9988360727592638
1.0006568919799999,0.9937297501916047
1.00646212907,1.0229546652993136
1.0066232591600002,1.0272692149949318
1.0133518882999997,1.0345643995323668
1.0165679173300002,1.0456178994143843
1.01558379045,1.0494664482740461
1.0199149585600005,1.0542433236887945
1.0365045216400008,1.065790075537026
1.0501070115300004,1.0808194636478439
1.0490569771200005,1.076425970623572
1.0484638330800007,1.0713117743082214
1.04985252438,1.0796220173102002
1.04972577267,1.0853865882332216
1.05324697385,1.07725850256064
1.0527710192900004,1.0608171434578726
1.0548749328200009,1.0741704757512807
1.0530036849900013,1.0764216080629074
1.049105612950001,1.0574233519396772
1.0411654806700008,1.0397044381155274
1.0418722040400006,1.036030294912754
1.038474342950001,1.0316100336887817
1.046892778880001,1.0426905227811525
1.0392595657200008,1.0353461535257527
1.0560176448800005,1.0425924103335542
1.0542035608400009,1.0434172225002794
1.0446645203300013,1.0299874072587087
1.0349574456200008,1.0297934422997639
1.0253619292100007,1.0208775573069313
1.045773975530001,1.0409610771121651
1.0484418376600009,1.046672837604498
1.0370576531800009,1.0399523441448668
1.034918783020001,1.0370055890895156
1.0243146301800015,1.0262430471563693
1.014316369660001,1.0217760808109824
1.0167067300600012,1.0242342124029995
1.0329017844200012,1.0338931608242734
1.029769281770001,1.0291866225732234
1.031429734340001,1.026034997351696
1.0247002291900016,1.0158477155037648
1.0106033594100012,1.00556645792851
1.003366021980001,0.9985522346362441
0.9992544111000015,0.9960056976946731
0.9717039441700008,0.9807278279250196
0.9764863701200008,0.992900435436734
0.9679289907400012,0.9875330718120504
0.9677286801200012,0.9772682050543916
0.9564981445800012,0.958804131577524
0.9639444476200012,0.9609918077242067
0.9629805035800009,0.949253537063704
0.9629805035800009,0.959692039983426
0.9630275517500012,0.9634183020378908
0.9661662120500009,0.9653185722597665
0.9664442975300009,0.9651977526098993
0.9675302827800012,0.9635141982314493
0.9670781450600009,0.9580279616199248
0.9671696265600013,0.9589038219300029
0.9691154335500014,0.9845334163920247
0.968886908490001,0.9809109773115946
0.968886908490001,0.9778429739722337
0.968886908490001,0.9768538202424837
0.968886908490001,0.9761986259863223
0.968886908490001,0.978981581760236
0.966888528340001,0.9680219103965964
0.9669709209000013,0.9676695190656089
0.9641667853700013,0.9546738918957648
0.9620175165900016,0.9573861362929156
0.9636381868800016,0.9559047649251359
0.9732811205400014,0.9637634412989708
0.9725944067400015,0.9667183171660964
0.9725944067400015,0.9617121967327262
0.9719956679300011,0.942129811295446
0.9685194140600003,0.934513506393174
0.9653395016600008,0.9288127875557575
0.9650076727400008,0.9227973863625566
0.9650076727400008,0.9252964826969837
0.9656019182800007,0.9329577380419872
0.9654911595200009,0.9359336427653846
0.9654911595200009,0.9252199482231473
0.9654911595200009,0.9233832727294851
0.9654911595200009,0.9582062395459722
0.9654911595200009,0.961600885774167
0.9654911595200009,0.9578278701023059
0.9650389322100005,0.9499741394721452
0.9627416061200007,0.9382244128844994
0.9669709033600009,0.9529142030908584
0.966637846210001,0.9507616169254328
0.9658099947200007,0.9403262195949945
0.966065690760001,0.939043766869602
0.965418664150001,0.9382315388382473
0.9687903366200014,0.9525995869257018
0.9611755087700016,0.9414191043045438
0.9495920117900017,0.92629675790516
0.9444760272300018,0.9148902245939481
0.9447715982300016,0.900240880640876
0.9391264894100014,0.8928713275963417
0.9382032524100016,0.8919698315875675
0.9370519347500021,0.8797354803184557
0.9381392522400025,0.874587025984258
0.9379278147800022,0.8875830783481143
0.9375558606700022,0.8832112103137951
0.9354162611700017,0.8822290006599695
0.9339980879300022,0.8711612142537455
0.9360934620600023,0.8691263950231487
0.9356687575800028,0.8676756766528778
0.9363309183400028,0.8806159207175951
0.9380992207300024,0.8794018217073956
0.9401167454800026,0.8874844924286837
0.9466731217500023,0.9100241651913172
0.9460176817700024,0.8900548696600963
0.9454667770200025,0.8800380713708255
0.9454667770200025,0.8759914117214405
0.9454667770200025,0.8646516104419371
0.9454667770200025,0.8540474498091376
0.9461812021300026,0.8515905560502268
0.9454446071600028,0.8538031873419992
0.9452322873400029,0.8425599945649574
0.9452322873400029,0.8489037564671524
0.9463118984800029,0.8670345464346751
0.9462052045000025,0.8719652132638762
0.9455566290900022,0.8674376447097939
0.9434867654700022,0.8622943638990153
0.9432762418500024,0.8566218102160115
0.9431814851000022,0.8689006876588119
0.9443847485600021,0.8734699433363236
0.9421915981100015,0.8457074796534104
0.9418780547000017,0.8541373954219532
0.9418780547000017,0.8477411435968547
0.9418780547000017,0.843506098997687
0.9418780547000017,0.8429987328297
0.9418780547000017,0.8402053591841969
0.9412988219700018,0.8382846859191516
0.9423173932700019,0.8367705668798778
0.942106812570001,0.8251365802740822
0.945708669650001,0.8464886585911198
0.9456002001100009,0.8484073076360047
0.945013872250001,0.8493948056873489
0.9520144327200011,0.8682078378895965
0.9517922855800012,0.8673232256469744
0.9517922855800012,0.8623695525036578
0.9511360900000012,0.8547877726964138
0.9531003698300015,0.8605043209853165
0.9550201824000019,0.8642287929297978
0.954684319020002,0.8644140440731403
0.9540411584800023,0.8618844904084844
0.9535692201100024,0.8584789661506268
0.9535074824800016,0.8630552212521045
0.9431491086700019,0.8468995321016076
0.936236126880002,0.8329778743970583
0.936899496140002,0.8312930645271661
0.934955707110002,0.8291684829595661
0.937244270550002,0.8362071621891791
0.9199539709400023,0.8192260785409146
0.9068608123600018,0.8125525945783025
0.9102022241000017,0.8116461444226266
0.8936822535500022,0.7998391009539518
0.9018278716400022,0.8056631506414679
0.9009260447000017,0.7961040748409952
0.9019014878300017,0.811382970401183
0.9017980031100017,0.8223970533670701
0.901211674670002,0.8264502522497403
0.899937577700002,0.8198033212046062
0.8997299934800019,0.8325299400091057
0.9011406957200021,0.8503994677265309
0.8991615127900024,0.8464218811854035
0.8986017564600017,0.8435057616998151
0.8939653817000017,0.8367032049166081
0.8906756698100015,0.828066845196403
0.8954282851100019,0.8314332960158921
0.8950370711200019,0.8321256384800777
0.8894294181700018,0.8297254620343975
0.8823775577100017,0.8272044515529938
0.8772484974200018,0.8212727639209156
0.8834712463000014,0.8398144420904791
0.880410579610002,0.8395631721021893
0.875614262810002,0.8383875441314872
0.8649658833800021,0.8270641910758428
0.8806335357900014,0.8418395055585425
0.8765257177200021,0.8422444247014474
0.8646419060100016,0.8340778838420271
0.8633796299700017,0.8322042871569421
0.8601497723000016,0.8271263420149515
0.8606497081500022,0.83364266427056
0.8597890585400018,0.8249501067181819
0.8601934887400012,0.8241997339919082
0.8620386144000013,0.8306498126276766
0.8573229971900013,0.8201190246234931
0.852522347990001,0.8155747401171279
0.8530676739400008,0.8034644878213031
0.8523821110500006,0.8094032225451091
0.8347874759200007,0.7930543873270164
0.830453390180001,0.780799863514555
0.823984320530001,0.7773254111269647
0.8263935498600007,0.7799442834454597
0.8320690558600009,0.7836167189272163
0.8312369879400008,0.7872303744929299
0.8328284402500007,0.7986658399999649
0.8327301645200009,0.8008316985883338
0.8327301645200009,0.7989665654763285
0.8327301645200009,0.7968319635574355
0.8321038313500005,0.7944799009645449
0.8339186862400002,0.8006051949454853
0.8382519448300002,0.8057137751962887
0.8379514086399995,0.8022847731899934
0.8377098429499994,0.8010194735211494
0.8373861591999994,0.8033007231107196
0.8349919675499995,0.8013499857163118
0.8342714408399997,0.8007367829391034
0.8342890896099997,0.798211126916192
0.8372860151599997,0.804424431488538
0.8311190748099999,0.7978306562486654
0.8304719113099998,0.8002502552830363
0.8328617368100002,0.8059843557001302
0.8357370178499994,0.8114344373431266
0.8255123615599997,0.8065217746731906
0.82745793098,0.8098961030935696
0.8147869981000001,0.801454676801042
0.8019484843299998,0.7930404556822207
0.80114653654,0.796579980993648
0.7998609171899999,0.7888916440072742
0.8000237670799999,0.7865756801631354
0.7986899279500002,0.7814263884155407
0.7984052090799995,0.7783680055293434
0.7967325479599993,0.7664086583677255
0.7972451449799987,0.7681559071030298
0.7964163892299987,0.7584343586589591
0.7965993886499991,0.7597694269922415
0.799868369069999,0.7719089010401313
0.7993996591199989,0.770952474869745
0.7975213132099992,0.7563963045922018
0.7959829916799991,0.7512365938050218
0.7945746832199994,0.7464914615894996
0.7933801837099996,0.7412443405021092
0.79246559007,0.7387818737944872
0.7851116511999997,0.7359234315379404
0.7845754413399997,0.7500528922272068
0.7844884666699997,0.7554769196651862
0.7849271684599997,0.759350250419311
0.7829404156399998,0.755906468282775
0.7834819048099998,0.7584049693138872
0.7974620460699997,0.7767055363362348
0.7996641032399996,0.7792448056695318
