date,ddpg,Mean Var
2023-01-03,1.0,0.9853049480035736
2023-01-04,1.0096591952195166,0.9854415840107322
2023-01-05,1.0087584948842525,0.9726709018347975
2023-01-06,1.037906393346548,0.9976177892213525
2023-01-09,1.035597071516756,0.9913107261567887
2023-01-10,1.0345614793666247,0.9901119845436533
2023-01-11,1.0429742829892519,0.9858838557702683
2023-01-12,1.0435663318722133,0.9835185505523983
2023-01-13,1.0501067782223108,0.9893398882332225
2023-01-17,1.0507014916784647,1.0020318158051207
2023-01-18,1.040407711417425,0.98516273035798
2023-01-19,1.0202529669277551,0.9736900058317036
2023-01-20,1.0462028466026667,0.9898215680935777
2023-01-23,1.0681588385746363,1.0086054916145937
2023-01-24,1.065297107857931,1.008760616058258
2023-01-25,1.0642318124974055,1.0068223396670082
2023-01-26,1.0756653525223536,1.0325511607602722
2023-01-27,1.0628795380406528,1.0397920383284696
2023-01-30,1.061816661958412,1.023481868401202
2023-01-31,1.0737297373168981,1.0435754063215905
2023-02-01,1.1045313496385656,1.0793565281875677
2023-02-02,1.1034268215909913,1.0928286821303288
2023-02-03,1.1034268215909913,1.0862213319075413
2023-02-06,1.1034268215909913,1.0873130650360927
2023-02-07,1.1144520283899264,1.0987758609437313
2023-02-08,1.092110900659429,1.1116837483305129
2023-02-09,1.0910187912628317,1.1151967613636302
2023-02-10,1.0851124606367732,1.1353638766412737
2023-02-13,1.1031406261723486,1.148794156170616
2023-02-14,1.1110341582363097,1.1750238941848004
2023-02-15,1.1185574664838758,1.1868283018123997
2023-02-16,1.1174389120153554,1.1576237119442678
2023-02-17,1.114542929968513,1.1592440460697515
2023-02-21,1.0875552716666863,1.1345191550545128
2023-02-22,1.0835030061274273,1.1258717488795018
2023-02-23,1.0922310912123425,1.1322255982046179
2023-02-24,1.0911388602463816,1.111549306449493
2023-02-27,1.0911388602463816,1.1324677715263518
2023-02-28,1.088021315129671,1.1237156399854804
2023-03-01,1.084490492655785,1.1147967431560124
2023-03-02,1.094440408948048,1.1440697677776375
2023-03-03,1.1128905225487788,1.1580324335363332
2023-03-06,1.1117776356479974,1.1317059839087384
2023-03-07,1.0974934341229765,1.1206802749687943
2023-03-08,1.107024509039244,1.1206685383478823
2023-03-09,1.0877472115616522,1.099028818988794
2023-03-10,1.070815936839076,1.082264013356178
2023-03-13,1.076178771174403,1.0886312224070933
2023-03-14,1.0751025931860587,1.1157508680240693
2023-03-15,1.0694430914950275,1.1141724412411784
2023-03-16,1.0937839332052126,1.133044736104694
2023-03-17,1.0827036683310556,1.1171410151998988
2023-03-20,1.0945645692695665,1.1356919399914083
2023-03-21,1.1001861556242991,1.1574193119869907
2023-03-22,1.0845801986865091,1.1347221837169266
2023-03-23,1.0980378684701013,1.139363194059574
2023-03-24,1.0956213812517215,1.1371659426221263
2023-03-27,1.0932364631198932,1.1487257956348458
2023-03-28,1.090457914579301,1.1426723045185523
2023-03-29,1.1207952365507174,1.1519517058674762
2023-03-30,1.119674441570278,1.1633231869634306
2023-03-31,1.1323836558770142,1.1859767705617865
2023-04-03,1.1295338372536319,1.1757056796436829
2023-04-04,1.119599386700453,1.1702951059989926
2023-04-05,1.1097778397560731,1.1473894915241993
2023-04-06,1.1079514341118948,1.1482353375889451
2023-04-10,1.1180197856379168,1.160191478878308
2023-04-11,1.1192599438567774,1.1686489001829152
2023-04-12,1.1080365645175592,1.163124748719878
2023-04-13,1.1218852169037477,1.1775926328762076
2023-04-14,1.1209826850472109,1.1771065971318744
2023-04-17,1.1184072548440116,1.1856939798393187
2023-04-18,1.1219880849018709,1.189630142344201
2023-04-19,1.119606898632826,1.193462741966444
2023-04-20,1.1184872949594158,1.1733684280789194
2023-04-21,1.1184872949594158,1.1766695907028224
2023-04-24,1.119500901355161,1.174562040611406
2023-04-25,1.0945361349692249,1.1540709488876797
2023-04-26,1.0842072713436985,1.144273509593268
2023-04-27,1.0831230661347175,1.158713865989495
2023-04-28,1.0831230661347175,1.1616956858492336
2023-05-01,1.0831230661347175,1.1565908456225704
2023-05-02,1.073122600119736,1.1535705325722942
2023-05-03,1.0721241181140682,1.1390670195425503
2023-05-04,1.0721241181140682,1.1464417951676857
2023-05-05,1.0721241181140682,1.1795735692760794
2023-05-08,1.0721241181140682,1.190789678875604
2023-05-09,1.0649681554712556,1.1906742222561888
2023-05-10,1.0757524054246914,1.2018990898752173
2023-05-11,1.0752323510786068,1.2037311832652682
2023-05-12,1.074506975387193,1.2008987304805936
2023-05-15,1.0819712205692305,1.1913720467061888
2023-05-16,1.0773028497949613,1.1883297036824385
2023-05-17,1.089043556803323,1.2002808013747466
2023-05-18,1.1124355856977475,1.2099189393603489
2023-05-19,1.1113231504387258,1.2140361053397561
2023-05-22,1.1078473017211077,1.2193485452955553
2023-05-23,1.0876512272702723,1.197270864507688
2023-05-24,1.081780511024621,1.2002380817856053
2023-05-25,1.0806987323218569,1.2164723410963802
2023-05-26,1.0806987323218569,1.2314185688878065
2023-05-30,1.0806987323218569,1.2380790979045717
2023-05-31,1.0806987323218569,1.229369209087438
2023-06-01,1.0806987323218569,1.238851744282392
2023-06-02,1.0806987323218569,1.2497301480011211
2023-06-05,1.0806987323218569,1.2679036085758013
2023-06-06,1.0761792684476597,1.2682085602994262
2023-06-07,1.0695823444603894,1.2447467410109045
2023-06-08,1.0685127631467497,1.2768291365806914
2023-06-09,1.0669624055160007,1.2938849372233026
2023-06-12,1.0875290683098002,1.3169054263225313
2023-06-13,1.0949782465839548,1.322705022790252
2023-06-14,1.1023263668203518,1.3281792599616196
2023-06-15,1.110429937963502,1.3474860521901078
2023-06-16,1.1003722238073512,1.3390217707412393
2023-06-20,1.0960565800419018,1.3466649522609955
2023-06-21,1.0879161746096775,1.3273270029787725
2023-06-22,1.0939202758197948,1.3280632353349793
2023-06-23,1.080167191175477,1.3151497251837378
2023-06-26,1.0803550092997714,1.2949612170114893
2023-06-27,1.1031727298679515,1.3176864723100339
2023-06-28,1.1020695599131174,1.33502075240425
2023-06-29,1.1033672854596737,1.3443339069552247
2023-06-30,1.116654464011365,1.36044731278869
2023-07-03,1.1182635242602166,1.370695553340927
2023-07-05,1.1171452637764032,1.3731151694538242
2023-07-06,1.1044916556983906,1.3648859911447353
2023-07-07,1.0990360591461237,1.356827023898562
2023-07-10,1.1191094140388544,1.382004494424703
2023-07-11,1.1220442111351068,1.3855481816835702
2023-07-12,1.132878709483343,1.393581526552742
2023-07-13,1.1445622606231745,1.400375758821444
2023-07-14,1.1442647648670252,1.415878820158384
2023-07-17,1.1581296625282342,1.43545966150455
2023-07-18,1.1609912185146387,1.4384802797181404
2023-07-19,1.1517887239505824,1.4210816826289896
2023-07-20,1.1290887618972834,1.3723543075772624
2023-07-21,1.1279596774504623,1.3722302783739726
2023-07-24,1.1275998718511198,1.371272836076189
2023-07-25,1.13494942322805,1.382208555441211
2023-07-26,1.1307892457692867,1.382701613611465
2023-07-27,1.1296584612508358,1.349555114495752
2023-07-28,1.1296584612508358,1.3770521830334939
2023-07-31,1.1296584612508358,1.3602305700198258
2023-08-01,1.1273986624963286,1.3530281749023205
2023-08-02,1.1058169343896693,1.3257112065988002
2023-08-03,1.1035584837761705,1.3406443232597658
2023-08-04,1.102454928357387,1.283240226446633
2023-08-07,1.102454928357387,1.2887588599252997
2023-08-08,1.102454928357387,1.2579897939571802
2023-08-09,1.0913997764098602,1.250990444935557
2023-08-10,1.0939900365300606,1.265133718204646
2023-08-11,1.0845262965436409,1.2572696443378906
2023-08-14,1.0942894412169883,1.270964581147533
2023-08-15,1.0842216696048208,1.2605887867199994
2023-08-16,1.0740293834300467,1.2373601580286966
2023-08-17,1.0605778996930548,1.2072218203635527
2023-08-18,1.0635811209969948,1.202323786835315
2023-08-21,1.076726129060788,1.2259064382711526
2023-08-22,1.0742222923632094,1.225846896380368
2023-08-23,1.0892923152480551,1.2367107037432157
2023-08-24,1.059846054914994,1.2046280639503943
2023-08-25,1.0690680682425926,1.21305957847854
2023-08-28,1.0785051529913374,1.212777094408336
2023-08-29,1.101353447539372,1.2500027373179976
2023-08-30,1.1059146093659826,1.2616356952015204
2023-08-31,1.1074024603290984,1.2476072965895728
2023-09-01,1.1075327338300178,1.247827006820249
2023-09-05,1.1064252049108436,1.256166068674898
2023-09-06,1.1045326032436018,1.2663265089330242
2023-09-07,1.090169685302594,1.2626539695669479
2023-09-08,1.0883343578470734,1.262925570933967
2023-09-11,1.093661508824208,1.2907388073024992
2023-09-12,1.081091128588536,1.2664848192569786
2023-09-13,1.0807447549904372,1.271492354524441
2023-09-14,1.0888749293182876,1.271246927576602
2023-09-15,1.068845723494866,1.2421417744544745
2023-09-18,1.0689227843197373,1.229900919536193
2023-09-19,1.0650892293613938,1.2266632920297404
2023-09-20,1.0593609653242615,1.224181209300719
2023-09-21,1.0388046404903917,1.1909188250206528
2023-09-22,1.042646043032506,1.1792701406872315
2023-09-25,1.044890045957425,1.1795053264218562
2023-09-26,1.026713169628003,1.1696595566942454
2023-09-27,1.0301225443085222,1.1786815594393696
2023-09-28,1.0431274451206711,1.2017340426591283
2023-09-29,1.0420843193189928,1.1976493582787502
2023-10-02,1.0405853917554115,1.1969511806877657
2023-10-03,1.021597469607053,1.172605399754723
2023-10-04,1.0361464972483496,1.1892373152990463
2023-10-05,1.030727348578153,1.1788056017500372
2023-10-06,1.0296966222924342,1.1897738731437162
2023-10-09,1.0356363141170326,1.1942291012129553
2023-10-10,1.0424688538398814,1.2073334181090285
2023-10-11,1.0460227292857243,1.1891932663768088
2023-10-12,1.0475698835368228,1.1757697090686636
2023-10-13,1.0465223144163127,1.1640420827354407
2023-10-16,1.0630129162485669,1.187815415189012
2023-10-17,1.0619461163185664,1.1909778408773535
2023-10-18,1.0448658401602338,1.1723097324489813
2023-10-19,1.029990881070001,1.1407708664119556
2023-10-20,1.0289608930144987,1.131294934080116
2023-10-23,1.0264433866949243,1.115897081881056
2023-10-24,1.035207188469778,1.1234561221787247
2023-10-25,1.010260464669119,1.1023356034435676
2023-10-26,1.009250207412135,1.1037890865772024
2023-10-27,1.009250207412135,1.1305530245312385
2023-10-30,1.009250207412135,1.1145421379803961
2023-10-31,1.009250207412135,1.1318431475158544
2023-11-01,1.0240905532772415,1.1698329139564314
2023-11-02,1.0230664825105484,1.1824882298435657
2023-11-03,1.0230664825105484,1.1829674714146587
2023-11-06,1.0230664825105484,1.1761396742300816
2023-11-07,1.0301895455039074,1.1885096370536798
2023-11-08,1.0316110821092455,1.182907382383686
2023-11-09,1.030579472866778,1.1694629569169739
2023-11-10,1.0564590556225555,1.1915639394810438
2023-11-13,1.0533453593756026,1.2112002885712654
2023-11-14,1.0790417582856482,1.2355301387453292
2023-11-15,1.0819974049826926,1.235411160394608
2023-11-16,1.0792715654789276,1.2316393963928625
2023-11-17,1.0781922963898989,1.2348339311527905
2023-11-20,1.0781922963898989,1.2530786256984672
2023-11-21,1.071395430465016,1.2601614950541438
2023-11-22,1.0751856630923005,1.2655741720197313
2023-11-24,1.078125141996071,1.2712366553974144
2023-11-27,1.0731494378616067,1.2726844718168997
2023-11-28,1.0668458021327707,1.2710997749292872
2023-11-29,1.07024726533334,1.2801470995837678
2023-11-30,1.0691770196213903,1.2734133956331564
2023-12-01,1.0774270682476284,1.277535312491131
2023-12-04,1.0691286519162189,1.2751549036267298
2023-12-05,1.0585052898346912,1.27216874873228
2023-12-06,1.055958627225591,1.2696353092221622
2023-12-07,1.0666355158783924,1.2744460733459844
2023-12-08,1.069073821811391,1.269356312303578
2023-12-11,1.0980051932332051,1.287646215412921
2023-12-12,1.1068064449326527,1.2988823665054559
2023-12-13,1.125068599899007,1.3149073426207618
2023-12-14,1.123943535660392,1.3187641248507198
2023-12-15,1.123943535660392,1.3255481270383727
2023-12-18,1.123943535660392,1.3249427766405897
2023-12-19,1.1300658021643266,1.3387758371699947
2023-12-20,1.109543309294409,1.3010274746879917
2023-12-21,1.1321720960490171,1.3353835723146885
2023-12-22,1.1310399282523933,1.3319655524480123
2023-12-26,1.1310399282523933,1.3414615056629533
2023-12-27,1.1303673550162827,1.3482665138601702
2023-12-28,1.1283086566316907,1.3433264601821575
